id_jadwal,nama_kereta,nomor_kereta,stasiun_asal,stasiun_tujuan,tanggal_berangkat,jam_berangkat,jam_tiba,kelas,harga_tiket,status
JKA02586,,KA291,Purwokerto,Kediri,2025-02-07,14:15:00,05.00,Eksekutif,147916,Tepat Waktu
JKA02987,Harina,KA240,Jakarta Kota,Gambir,20/07/2025,18:50,21:10:00,Bisnis,48371,
JKA01421,Lodaya,KA878,Cirebon,Solo Balapan,29/07/2024,09:30:00,08:50:00,Ekonomi,302075,
jka01749,,KA246,Malang,Kediri,26-08-2024,5:30,11.45,Eksekutif,402081,Tepat Waktu
JKA01844,Kahuripan,KA358,Yogyakarta,Cirebon,04/06/2025,18:45,02.30,Bisnis,72108,TERLAMBAT
JKA01480,  Bima  ,KA526,Bandung,Jakarta Kota,2024-06-15,03.35,01:10,EKONOMI,499959,TERLAMBAT
JKA02890,Kaligung,KA217,Malang,Yogyakarta,04-06-2024,15.25,16:15:00,Bisnis,Rp746.948,NaN
JKA01050,  Kahuripan  ,KA854,Solo Balapan,Kediri,09-09-2024,23:45,2:15,Bisnis,199454,tepat waktu
JKA01903,Sembrani,KA799,Purwokerto,Kediri,21-04-2024,2:50,09:15,eksekutif,303492,TERLAMBAT
JKA02846,Matarmaja,KA872,Jakarta Kota,Malang,27-02-2024,5:15,23.50,eksekutif,245221,TERLAMBAT
JKA01864,Sembrani,KA65,Purwokerto,Yogyakarta,2024-08-09,11:45:00,20:15:00,EKONOMI,73648,TERLAMBAT
JKA01146,Malabar,KA67,Gambir,Yogyakarta,13/10/2024,11.00,14.30,Bisnis ,71933,-
jka01572,,KA744,Surabaya Pasarturi,Solo Balapan,16 May 2025,01:15:00,16:20:00,eksekutif,Rp753.063,-
JKA01268,Joglosemarkerto,KA244,Surabaya Gubeng,Jakarta Kota,01 Jul 2025,00.05,21.50,Ekonomi,395080,-
JKA00779,Gajayana,KA447,Madiun,Bandung,21 May 2024,9:30,2:05,Ekonomi,79970,Terlambat
JKA01062,,KA18,Cirebon,Yogyakarta,08 Jan 2024,09.05,15:40,EKONOMI,403588,TERLAMBAT
JKA00949,,KA962,Gambir,Semarang Tawang,13-02-2025,12:05:00,01:35:00, Eksekutif,101404,-
JKA02979,Pasundan,KA6,Surabaya Pasarturi,Bandung,04 Oct 2024,15.35,10.45,Eksekutif,503785,-
JKA01193,Mutiara Selatan,KA499,Jember,Malang,2025-05-19,10:30,04:55, Eksekutif,749352,Tepat Waktu
JKA01332,Brantas,KA967,Cirebon,Jakarta Kota,12/10/2024,13:20,15:30,Bisnis ,504742,Terlambat
JKA01114,Argo Parahyangan,KA777,Cirebon,Yogyakarta,28-06-2025,12:35,23:00,eksekutif,149593,TERLAMBAT
JKA01802,Sancaka,KA973,Surabaya Pasarturi,Gambir,01 Jan 2024,02:15:00,10:20:00,eksekutif,47802,Tepat Waktu
JKA00481,  Matarmaja  ,KA606,Yogyakarta,Bandung,15 May 2024,13:25,12:55,Bisnis ,196950,Dibatalkan
JKA02154,Pasundan,KA216,Pasar Senen,Yogyakarta,2025-03-27,11:20,05:20,Bisnis,245024,-
JKA02733,Sancaka,KA299,Solo Balapan,Jember,04 Jul 2024,7:20,16:45,Bisnis ,197787,-
JKA01567,Mutiara Selatan,KA920,Surabaya Pasarturi,Surabaya Gubeng,06 Jun 2025,03:25,10:20:00,Ekonomi,296888,
JKA02913,Lodaya,KA284,Pasar Senen,Yogyakarta,18 Jan 2024,21.00,07.45, Eksekutif,199005,TERLAMBAT
JKA00170,Sembrani,KA192,Madiun,Surabaya Pasarturi,26 Jul 2024,07.50,18:40, Eksekutif,149819,Tepat Waktu
JKA02047,Lodaya,KA174,Surabaya Gubeng,Bandung,2024-10-25,22:50,02:45,eksekutif,301805,tepat waktu
jka01246,Jayabaya,KA730,Purwokerto,Jakarta Kota,24 Oct 2024,4:50,14.15,eksekutif,195290,-
JKA00231,Taksaka,KA645,Bandung,Surabaya Pasarturi,27/04/2025,03.55,10:40:00,EKONOMI,148425,-
JKA02159,Kaligung,KA587,Bandung,Solo Balapan,16/07/2024,4:20,00:50:00, Eksekutif,100009,
JKA01433,Sembrani,KA781,Pasar Senen,Jember,06 May 2024,23.55,09:20:00,eksekutif,,-
JKA00259,Sancaka,KA831,Jakarta Kota,Kediri,09 Apr 2024,19:10,03:05:00,EKONOMI,748613,Dibatalkan
JKA00769,Harina,KA667,Jakarta Kota,Jember,03-08-2024,22:05:00,19:45,eksekutif,,-
JKA00671,Pasundan,KA707,Solo Balapan,Malang,19/07/2024,10.00,11:35,EKONOMI,253079,Tepat Waktu
JKA02029,Mutiara Selatan,KA442,Surabaya Pasarturi,Surabaya Gubeng,22 Oct 2024,22:05:00,20:10,Bisnis ,102638,Terlambat
JKA02517,Joglosemarkerto,KA150,Surabaya Pasarturi,Bandung,2024-06-28,04.15,18:30,Ekonomi,Rp748.346,tepat waktu
JKA01242,Matarmaja,KA443,Jember,Purwokerto,14-05-2024,13:15,13:05:00,Bisnis,78789,-
JKA01084,Malabar,KA88,Surabaya Gubeng,Kediri,05 Aug 2024,14:50:00,0:40,Bisnis ,504916,-
JKA00403,Harina,KA996,Madiun,Bandung,2025-03-22,15:30,05.45,Bisnis ,99745,
JKA00706,Gajayana,,Gambir,Surabaya Gubeng,07/04/2025,21:20,12:35,Bisnis,403186,Terlambat
JKA01105,Kertajaya,KA617,Solo Balapan,Malang,2025-06-11,18:55,14:50:00,Eksekutif,300322,null
JKA02327,Harina,KA522,Surabaya Pasarturi,Pasar Senen,14/03/2024,22:40,20:45:00,EKONOMI,53710,-
JKA00851,Kertajaya,KA742,Pasar Senen,Malang,28 Mar 2025,07.25,23:30:00,Ekonomi,300092,tepat waktu
JKA02341,Matarmaja,KA274,Pasar Senen,Kediri,10 Nov 2024,01.30,18:55,Bisnis ,79227,
JKA02656,Serayu,KA961,Bandung,Jakarta Kota,08 Aug 2025,17:35,22:30:00,eksekutif,503307,Terlambat
JKA01171,Malabar,KA528,Yogyakarta,Madiun,26-06-2024,05.05,18:35, Eksekutif,54627,Tepat Waktu
JKA02543,Serayu,KA872,Solo Balapan,Madiun,26-08-2024,09:35:00,20:45,eksekutif,751816,null
JKA02079,Kahuripan,KA542,Kediri,Surabaya Pasarturi,17 Apr 2025,11:00,11:50:00,Bisnis ,71105,
JKA01579,Lodaya,KA816,Solo Balapan,Surabaya Gubeng,25-06-2025,12.20,08:10:00,Bisnis,754129,tepat waktu
JKA00130,Kertajaya,KA367,Semarang Tawang,Malang,05/10/2024,2:15,18:05,Eksekutif,102365,TERLAMBAT
JKA01499,Argo Bromo Anggrek,KA653,Purwokerto,Solo Balapan,2024-11-15,07:50,11.35,EKONOMI,248157,null
JKA01358,Serayu,KA388,Yogyakarta,Purwokerto,01 Jul 2025,22:25:00,21:35,Bisnis ,145790,Dibatalkan
JKA00345,Sancaka,KA340,Pasar Senen,Gambir,22/05/2025,0:50,22:15:00,NULL,148916,
JKA02049,Bengawan,KA194,Cirebon,Yogyakarta,07 Dec 2024,17:25,6:25,EKONOMI,Rp495.903,TERLAMBAT
JKA00341,Sembrani,KA453,Bandung,Kediri,2025-03-25,20:35,02:00,eksekutif,246065,
JKA01187,Kertajaya,KA74,Purwokerto,Jember,17 Sep 2024,20:55,02:50,Ekonomi,48342,Tepat Waktu
JKA02070,,KA504,Semarang Tawang,Madiun,2025-01-11,19.55,05:40,eksekutif,498791,tepat waktu
JKA00737,Kertajaya,KA571,Surabaya Gubeng,Jakarta Kota,28-01-2024,2:55,00:10:00,Eksekutif,297017,Terlambat
JKA02991,Gajayana,KA982,Gambir,Purwokerto,2024-05-22,09:10,00:30,Eksekutif,196134,none
JKA02881,Serayu,KA291,Purwokerto,Solo Balapan,10 Feb 2024,17:30:00,13:15, Eksekutif,395270,
JKA01271,Kertajaya,KA993,Pasar Senen,Surabaya Gubeng,2024-03-16,08.50,16:05:00,Bisnis ,399014,Dibatalkan
JKA01894,Progo,KA332,Pasar Senen,Surabaya Pasarturi,18 May 2024,22.10,06:30,Eksekutif,745406,Dibatalkan
JKA02482,Mutiara Selatan,KA463,Purwokerto,Cirebon,2025-08-04,8:25,2:00,Eksekutif,153263,null
JKA02998,Turangga,KA600,Purwokerto,Jember,31/03/2025,23:15,09:35,Ekonomi,100596,
JKA00539,Argo Parahyangan,KA205,Surabaya Pasarturi,Jember,13 Jan 2025,09:05:00,04:55,Ekonomi,297486,TERLAMBAT
JKA00536,Turangga,KA484,Yogyakarta,Surabaya Gubeng,09/02/2025,5:45,10:40:00,Bisnis ,751830,Dibatalkan
JKA02749,Gajayana,KA975,Surabaya Gubeng,Kediri,21 Nov 2024,5:40,11:40,Ekonomi,503596,
JKA02743,Bengawan,KA396,Yogyakarta,Surabaya Pasarturi,05-03-2024,22:10,4:05, Eksekutif,Rp153.950,-
JKA00217,Tawang Jaya,KA92,Jember,Surabaya Gubeng,14 May 2025,20:45,17:45,Bisnis,74362,TERLAMBAT
JKA01662,Gajayana,KA42,Gambir,Madiun,2024-10-05,14:25:00,1:10, Eksekutif,70834,
JKA00639,Pasundan,KA461,Bandung,Cirebon,26 Feb 2025,12.20,00:25:00,Bisnis,48531,Terlambat
JKA01951,Mutiara Selatan,KA169,Surabaya Pasarturi,Malang,2024-04-28,12:00:00,01:30:00,Bisnis ,153051,TERLAMBAT
jka02500,Gaya Baru Malam,,Jakarta Kota,Malang,28-06-2025,23.25,10.40,Eksekutif,97165,tepat waktu
JKA00788,Argo Bromo Anggrek,KA964,Semarang Tawang,Pasar Senen,2024-11-28,01.35,23:00,Bisnis,71365,TERLAMBAT
JKA01232,  Jayabaya  ,KA495,Surabaya Pasarturi,Yogyakarta,27 Oct 2024,18:30,20:00,EKONOMI,195155,Dibatalkan
JKA00176,Serayu,KA216,Surabaya Pasarturi,Purwokerto,2025-01-17,17:40,03:00,EKONOMI,751456,Dibatalkan
JKA00591,Kahuripan,KA444,Malang,Purwokerto,2024-12-04,19:05,22:10,Bisnis ,73040,
JKA01640,Matarmaja,KA984,Madiun,Solo Balapan,2024-05-22,06.10,01:40:00,Bisnis,501681,Dibatalkan
JKA01352,Taksaka,KA817,Yogyakarta,Malang,02/06/2024,16:30:00,8:50,Bisnis ,77291,tepat waktu
JKA01143,Pasundan,KA33,Kediri,Malang,13-02-2025,19:00:00,22.50,Ekonomi,753820,-
JKA01611,Bima,KA436,Yogyakarta,Malang,15 Oct 2024,18:55,03:35:00,Bisnis,79927,
JKA00395,,KA191,Jember,Jakarta Kota,06 Feb 2024,19:35,11:00:00,Ekonomi,200798,-
JKA03000,Kertajaya,KA644,Pasar Senen,Jember,21 Mar 2025,10:50:00,01.05,Bisnis ,197488,-
JKA01092,Argo Bromo Anggrek,KA973,Surabaya Gubeng,Pasar Senen,08 Jan 2024,04:55,20:35,EKONOMI,102926,-
JKA01043,Sancaka,KA108,Solo Balapan,Semarang Tawang,2024-12-06,08:35:00,5:25, Eksekutif,495992,Dibatalkan
JKA00077,Gajayana,KA510,Bandung,Gambir,24 Oct 2024,19:30,05.25,Bisnis,103163,Dibatalkan
JKA00837,Mutiara Selatan,KA347,Gambir,Surabaya Pasarturi,31-07-2024,1:10,17:25,Bisnis,104160,tepat waktu
JKA00670,Kahuripan,KA314,Yogyakarta,Purwokerto,2025-05-23,04.00,22:40:00,EKONOMI,245023,-
JKA01489,Pasundan,KA36,Surabaya Pasarturi,Madiun,02-01-2025,23:10,11.45,Ekonomi,73213,-
JKA02646,Kertajaya,KA628,Jakarta Kota,Malang,18-04-2025,11:30,05.15,Eksekutif,46341,Terlambat
JKA00093,Turangga,KA308,Yogyakarta,Jember,23/10/2024,23.45,18.45,Bisnis,197347,tepat waktu
JKA02927,Sembrani,KA846,Yogyakarta,Jakarta Kota,09-09-2024,3:20,21:55,Eksekutif,749958,tepat waktu
JKA00143,Gaya Baru Malam,KA704,Cirebon,Gambir,2024-06-03,02.50,17:30,EKONOMI,51342,TERLAMBAT
JKA02687,Tawang Jaya,KA503,Cirebon,Kediri,2025-02-07,22:35,8:35,-,398418,TERLAMBAT
JKA01612,  Kertajaya  ,KA297,Kediri,Yogyakarta,26/06/2024,0:30,11:30:00,Bisnis,253033,-
JKA00283,  Brantas  ,KA876,Bandung,Kediri,06/05/2024,18:15,21:25,Eksekutif,99544,Terlambat
JKA02985,Lodaya,KA545,Madiun,Yogyakarta,2025-05-09,09:45,09:50,EKONOMI,251818,Terlambat
JKA02137,Joglosemarkerto,KA444,Madiun,Jember,16/11/2024,20.15,16.50,EKONOMI,754878,Tepat Waktu
JKA01542,Kahuripan,KA794,Jember,Solo Balapan,2024-09-13,14:50,10:50:00,Eksekutif,79830,Tepat Waktu
JKA02596,Gaya Baru Malam,KA31,Madiun,Gambir,2024-10-28,17:30:00,06.10, Eksekutif,501434,Tepat Waktu
JKA02968,Argo Parahyangan,KA703,Surabaya Gubeng,Purwokerto,02/04/2024,04:10:00,9:45,Bisnis,102245,
JKA02806,Brantas,KA815,Pasar Senen,Malang,14 Mar 2025,16:10,01:00:00,Bisnis,395239,tepat waktu
JKA00212,Sancaka,KA454,Madiun,Bandung,13-08-2025,21:35:00,3:10,EKONOMI,303268,TERLAMBAT
JKA00110,Gajayana,KA574,Semarang Tawang,Bandung,2024-11-03,22:05,10:50,Bisnis ,98996,Dibatalkan
JKA00410,Bengawan,KA105,Gambir,Pasar Senen,2024-08-17,07:30:00,04.25,Bisnis,296841,Terlambat
JKA01086,Mutiara Selatan,KA66,Kediri,Pasar Senen,2025-06-27,17:00,16:55,Ekonomi,196116,Terlambat
JKA00019,Pasundan,KA754,Jakarta Kota,Gambir,07-11-2024,06.30,14:35:00,Bisnis ,153375,
JKA01912,Gaya Baru Malam,KA848,Purwokerto,Jember,02/12/2024,1:40,05:35,Ekonomi,304374,Terlambat
JKA00073,Lodaya,KA491,Yogyakarta,Surabaya Gubeng,2025-05-20,11.40,14:40,EKONOMI,71077,-
JKA02833,Lodaya,KA364,Pasar Senen,Gambir,2024-03-02,04.25,07:20,Bisnis,752937,TERLAMBAT
JKA00858,Gaya Baru Malam,KA842,Pasar Senen,Jember,23-04-2024,18:30,17.55,Ekonomi,Rp397.919,-
JKA01104,Joglosemarkerto,KA367,Malang,Solo Balapan,2025-05-05,16:35:00,12:10,eksekutif,152085,-
JKA02788,Gajayana,KA616,Solo Balapan,Cirebon,22 Feb 2025,18:30,19.10,EKONOMI,297528,tepat waktu
JKA00803,Argo Parahyangan,KA426,Surabaya Gubeng,Pasar Senen,26 Mar 2025,14:25:00,18:05,Bisnis,70375,Tepat Waktu
JKA00247,Tawang Jaya,KA320,Madiun,Bandung,25-05-2024,14:40,16:45,Bisnis,396279,-
JKA00205,Kertajaya,KA682,Surabaya Gubeng,Pasar Senen,13 Sep 2024,0:05,12:35,Bisnis ,48263,TERLAMBAT
JKA00562,Joglosemarkerto,KA937,Gambir,Bandung,13-07-2024,16.55,17:40,eksekutif,746244,TERLAMBAT
JKA00393,Matarmaja,KA902,Yogyakarta,Malang,2025-05-24,12:00,23:00:00,Bisnis ,500653,
JKA00067,Progo,KA834,Semarang Tawang,Surabaya Pasarturi,17-01-2024,2:25,23:50, Eksekutif,750447,Dibatalkan
JKA00940,Progo,KA78,Surabaya Pasarturi,Yogyakarta,2024-03-08,12.10,20:05,eksekutif,246602,tepat waktu
JKA01151,SEMBRANI,KA215,Jakarta Kota,Semarang Tawang,16-06-2024,19:20:00,20:00,EKONOMI,304913,Dibatalkan
JKA02928,Mutiara Selatan,KA739,Bandung,Gambir,12 Mar 2025,0:50,09:45,Eksekutif,304465,Dibatalkan
JKA02215,Kertajaya,KA586,Yogyakarta,Kediri,18-08-2024,3:00,04:35:00,eksekutif,501973,
JKA01524,  Sembrani  ,KA700,Kediri,Madiun,2024-10-13,07:00,14:40:00,eksekutif,253448,
JKA01613,Tawang Jaya,KA743,Yogyakarta,Malang,2024-07-27,06.10,16:10:00,Ekonomi,298391,-
JKA00272,Mutiara Selatan,KA293,Surabaya Pasarturi,Yogyakarta,23/09/2024,15.25,01.10,Ekonomi,397725,TERLAMBAT
JKA00204,Argo Bromo Anggrek,KA475,Surabaya Pasarturi,Yogyakarta,2025-03-24,7:05,0:35,Ekonomi,300104,Dibatalkan
JKA02480,Bengawan,KA424,Pasar Senen,Surabaya Gubeng,09/04/2025,20:10:00,16:30,Bisnis,499749,
JKA00089,Brantas,KA120,Bandung,Jember,02-04-2025,02:45,1:40,EKONOMI,497455,tepat waktu
JKA02879,Kertajaya,KA809,Malang,Pasar Senen,26 Dec 2024,01:25:00,03:35,Ekonomi,746422,Terlambat
JKA01122,Lodaya,KA917,Kediri,Semarang Tawang,28 Mar 2025,14:10,03.55,Ekonomi,745397,Terlambat
JKA01400,JOGLOSEMARKERTO,KA726,Gambir,Surabaya Gubeng,14-09-2024,11:15,16:35,Eksekutif,202231,tepat waktu
JKA00725,Brantas,KA334,Pasar Senen,Semarang Tawang,06 May 2025,10.20,17.50,eksekutif,101208,Tepat Waktu
JKA00973,Malabar,KA716,Bandung,Semarang Tawang,23/07/2024,19:05,04:30,Eksekutif,Rp46.089,-
JKA00587,Progo,KA812,Pasar Senen,Semarang Tawang,28-03-2024,2:10,19:20:00,NaN,73229,-
JKA02065,Harina,KA528,Surabaya Pasarturi,Gambir,2024-11-23,23:05,07:55:00,Eksekutif,,Dibatalkan
JKA00116,Argo Parahyangan,KA719,Cirebon,Jember,21-06-2024,22.20,18:20,Bisnis,295971,Terlambat
JKA02508,Brantas,KA281,Gambir,Jakarta Kota,14-03-2025,20:20:00,12:25,Bisnis,302904,-
JKA01783,Tawang Jaya,KA779,Kediri,Cirebon,13-04-2025,18.05,09.40,Eksekutif,54411,
JKA01022,Kaligung,KA44,Surabaya Gubeng,Semarang Tawang,28 Dec 2024,00:35:00,07:55, Eksekutif,98572,-
JKA02823,Tawang Jaya,KA693,Semarang Tawang,Surabaya Gubeng,03/06/2025,10:55:00,17:20,eksekutif,71684,
JKA01530,Sembrani,KA240,Semarang Tawang,Solo Balapan,10/05/2025,2:10,00.00,NaN,504438,Dibatalkan
JKA02338,Argo Bromo Anggrek,KA383,Gambir,Malang,25/05/2025,09.20,09:55:00,Ekonomi,752177,Tepat Waktu
JKA00698,Serayu,KA4,Jember,Cirebon,13-08-2024,21.50,20:15,Bisnis ,495286,
JKA00734,Gajayana,KA765,Pasar Senen,Yogyakarta,2024-02-12,19:55,14.10,Bisnis ,502170,TERLAMBAT
JKA01702,  Progo  ,KA161,Purwokerto,Yogyakarta,10/08/2025,06:55,06:10:00,EKONOMI,748195,Tepat Waktu
JKA00930,Turangga,KA380,Yogyakarta,Malang,30/07/2024,1:55,5:50,eksekutif,71743,
JKA02527,Taksaka,KA493,Jember,Cirebon,17/12/2024,20:50,01:05,Bisnis ,504816,Tepat Waktu
JKA01266,Progo,KA719,Pasar Senen,Surabaya Gubeng,27-07-2025,16.30,21:15, Eksekutif,401357,Dibatalkan
jka00002,Sancaka,KA81,Yogyakarta,Surabaya Gubeng,2024-12-10,02:30,11.25, Eksekutif,52527,tepat waktu
JKA00317,Mutiara Selatan,KA669,Malang,Surabaya Gubeng,03/06/2025,18.50,19:55:00,Bisnis,201395,-
JKA00148,Kertajaya,KA407,Pasar Senen,Cirebon,30/01/2024,06:15,07:00:00,Eksekutif,248262,
JKA02665,Bengawan,KA932,Pasar Senen,Jember,14-06-2024,05.45,23:10:00,Eksekutif,202304,Dibatalkan
JKA00336,Matarmaja,KA367,Malang,Kediri,2025-02-06,20:50,17:00:00,Bisnis ,75783,TERLAMBAT
JKA00679,  Sembrani  ,KA916,Kediri,Gambir,2024-01-28,23:00,10:10,Eksekutif,152877,
JKA02663,Bima,KA881,Surabaya Pasarturi,Yogyakarta,05 Apr 2024,23:10:00,8:50,Eksekutif,749197,Dibatalkan
jka02853,Bengawan,KA178,Pasar Senen,Yogyakarta,07-01-2025,23:10:00,06.35,Eksekutif,395181,Tepat Waktu
JKA02233,  Mutiara Selatan  ,KA12,Surabaya Gubeng,Semarang Tawang,28/04/2025,08:35:00,06.45,eksekutif,101500,Tepat Waktu
JKA01248,Gajayana,KA34,Solo Balapan,Gambir,25-12-2024,12.15,07:05,Bisnis ,398432,-
JKA01896,Harina,KA416,Solo Balapan,Surabaya Gubeng,2025-04-04,11.40,17:10,eksekutif,148345,
JKA00117,Progo,KA890,Purwokerto,Solo Balapan,19 Jan 2025,02:50,12.40,Bisnis ,252449,Tepat Waktu
JKA00287,Matarmaja,KA257,Madiun,Kediri,18-08-2025,20.30,15:50:00,eksekutif,499569,none
JKA01544,Pasundan,KA749,Cirebon,Semarang Tawang,2024-05-10,06:40:00,5:05,Eksekutif,246232,Dibatalkan
JKA02809,Matarmaja,KA699,Jakarta Kota,Kediri,15/09/2024,15:00,19.30,Ekonomi,504581,Terlambat
JKA00360,Kaligung,KA831,Kediri,Gambir,06/10/2024,14:25,06:55,Bisnis ,Rp498.541,-
JKA00029,Mutiara Selatan,KA707,Jember,Semarang Tawang,11-03-2025,11:55:00,08.20,Bisnis,73155,
JKA01131,Sembrani,KA247,Yogyakarta,Malang,14 Mar 2025,02:15:00,14:55,Bisnis ,503199,tepat waktu
JKA01098,Matarmaja,KA318,Surabaya Pasarturi,Purwokerto,02/09/2024,00:15,15:55, Eksekutif,301935,Terlambat
JKA01165,  Brantas  ,KA601,Madiun,Malang,20 Aug 2025,12:50:00,17:10,Bisnis ,247181,TERLAMBAT
JKA01705,Jayabaya,KA106,Yogyakarta,Solo Balapan,22-06-2025,23.35,13.20,Ekonomi,52452,Terlambat
JKA01672,Tawang Jaya,KA65,Yogyakarta,Pasar Senen,21 Nov 2024,19:10:00,07:25:00,Eksekutif,51273,Dibatalkan
JKA00983,Serayu,KA57,Semarang Tawang,Yogyakarta,2024-12-12,12:20:00,22:45, Eksekutif,148878,Terlambat
JKA00757,Serayu,KA823,Cirebon,Kediri,11 Sep 2024,22:45:00,09:40:00,EKONOMI,196479,Dibatalkan
JKA01562,Harina,KA535,Cirebon,Madiun,2025-01-30,17:00:00,16:30,EKONOMI,501326,-
JKA01620,Kertajaya,KA410,Pasar Senen,Jember,02 Jul 2025,10.50,00:55,Bisnis ,746481,-
JKA00985,Kertajaya,KA466,Jember,Surabaya Pasarturi,20-07-2025,17.00,5:30,Bisnis,71825,N/A
JKA00338,,KA197,Madiun,Cirebon,01/08/2025,2:45,23:05,Ekonomi,748734,Dibatalkan
JKA00186,Joglosemarkerto,KA86,Solo Balapan,Semarang Tawang,14 Feb 2024,07:35:00,11:45,eksekutif,99170,
JKA00633,Harina,KA984,Jakarta Kota,Madiun,21/01/2025,12:15,10:25:00,Ekonomi,149762,tepat waktu
JKA01851,Taksaka,KA52,Kediri,Surabaya Gubeng,13/03/2024,20:20:00,10:30,EKONOMI,296552,-
JKA00554,Brantas,KA1,Cirebon,Surabaya Gubeng,04 Jun 2024,06:20,12:20:00,EKONOMI,302807,Dibatalkan
JKA00163,Joglosemarkerto,KA324,Surabaya Pasarturi,Gambir,03/06/2025,17:50:00,12:15,eksekutif,404388,tepat waktu
JKA00541,Progo,KA753,Gambir,Pasar Senen,08-06-2025,00:45:00,01.40, Eksekutif,503061,Tepat Waktu
JKA00839,Argo Bromo Anggrek,KA753,Kediri,Malang,21-12-2024,07:55,05.20,Bisnis,46281,Terlambat
JKA02433,Bengawan,KA574,Surabaya Pasarturi,Cirebon,10-03-2024,02:00,2:55,Eksekutif,77427,-
JKA01947,Argo Parahyangan,KA43,Cirebon,Pasar Senen,18 Feb 2024,09:15,20.30,EKONOMI,202864,Terlambat
JKA00505,Joglosemarkerto,KA478,Bandung,Yogyakarta,2025-03-30,8:45,22:40:00,Bisnis,50098,Dibatalkan
JKA00753,Joglosemarkerto,KA23,Jember,Madiun,28/05/2025,19:00:00,04:20:00,eksekutif,103637,tepat waktu
JKA01322,Gajayana,KA531,Semarang Tawang,Solo Balapan,21 Jul 2025,4:55,22:15, Eksekutif,395462,Dibatalkan
JKA02505,Turangga,KA417,Gambir,Yogyakarta,09-04-2024,21:55:00,7:40,eksekutif,301807,Terlambat
JKA00938,Argo Parahyangan,KA302,Surabaya Gubeng,Semarang Tawang,17-10-2024,22:50,07.30,NaN,148172,Terlambat
JKA02167,Argo Parahyangan,KA871,Surabaya Pasarturi,Yogyakarta,10-01-2025,19:35,12:20,eksekutif,76523,Dibatalkan
JKA02484,Sancaka,KA889,Purwokerto,Semarang Tawang,29-09-2024,03:35,00:25:00,eksekutif,154839,NULL
JKA02545,Brantas,,Bandung,Surabaya Pasarturi,12/01/2024,19:00,00:00, Eksekutif,48638,-
JKA00177,Sancaka,KA975,Surabaya Pasarturi,Surabaya Gubeng,27/04/2024,21:45,17:35,Ekonomi,74107,tepat waktu
JKA01979,Malabar,KA52,Purwokerto,Surabaya Pasarturi,2025-05-10,00.10,03:45,eksekutif,397277,tepat waktu
JKA02969,Mutiara Selatan,KA65,Cirebon,Semarang Tawang,06/07/2024,4:25,23:35:00,Bisnis ,197959,tepat waktu
JKA02619,Harina,KA25,Bandung,Kediri,17 Jul 2025,12:25:00,15:10,Ekonomi,72565,-
JKA00897,Matarmaja,KA513,Kediri,Madiun,19 Oct 2024,08:35:00,16:50:00,Bisnis,152595,Tepat Waktu
JKA00618,Sembrani,KA282,Gambir,Semarang Tawang,13 Nov 2024,06:45:00,3:00,EKONOMI,53295,tepat waktu
JKA02654,  Turangga  ,KA589,Solo Balapan,Jakarta Kota,23/03/2025,09:45,13:30,Ekonomi,253076,-
JKA01289,,KA90,Malang,Cirebon,15/07/2025,00.55,10:35:00,Bisnis,399097,Tepat Waktu
JKA01685,Turangga,KA990,Jakarta Kota,Purwokerto,15/10/2024,19:05,23:15,Bisnis,78660,
JKA00899,,KA152,Surabaya Pasarturi,Jember,02 Oct 2024,08:35,16:10,Bisnis,753647,Terlambat
JKA01649,Kaligung,KA156,Surabaya Pasarturi,Madiun,05/03/2024,19:20,1:15,Ekonomi,47758,
JKA02699,Malabar,,Madiun,Solo Balapan,2024-05-11,06:55:00,05.05,Bisnis,749521,
JKA00252,Turangga,KA198,Yogyakarta,Semarang Tawang,2025-07-14,21:00,00:30,EKONOMI,77306,Dibatalkan
JKA02910,Argo Parahyangan,KA535,Purwokerto,Yogyakarta,05/04/2025,19:05:00,03:20,Eksekutif,96789,Dibatalkan
JKA02799,Gajayana,KA445,Yogyakarta,Solo Balapan,17-03-2024,22:25:00,20:40, Eksekutif,201025,Terlambat
JKA00934,Kahuripan,KA506,Pasar Senen,Semarang Tawang,2024-09-23,05.25,3:55,Bisnis ,748684,
JKA02395,Tawang Jaya,KA639,Semarang Tawang,Gambir,2024-12-10,20.30,00:40,Eksekutif,302330,tepat waktu
JKA01580,Gaya Baru Malam,KA61,Yogyakarta,Malang,11-09-2024,07.15,0:30,Eksekutif,76734,
JKA00499,Turangga,KA270,Jakarta Kota,Solo Balapan,21-08-2025,11:45:00,8:40,Eksekutif,747497,Terlambat
JKA00413,,KA209,Jember,Malang,05 Jul 2025,17:40,12:05:00,EKONOMI,748593,Tepat Waktu
JKA00724,Bima,KA735,Jakarta Kota,Purwokerto,08-01-2024,19:05,12:55,Eksekutif,499009,Terlambat
JKA02615,,KA712,Surabaya Gubeng,Jakarta Kota,22-01-2024,00:45:00,07.45,eksekutif,498181,Tepat Waktu
JKA00781,Kaligung,KA336,Surabaya Gubeng,Pasar Senen,16 Dec 2024,08:00:00,5:15,Ekonomi,397910,TERLAMBAT
JKA02076,Pasundan,KA955,Gambir,Purwokerto,30/12/2024,04:00,02:10:00, Eksekutif,49619,Dibatalkan
JKA00797,Kaligung,KA475,Yogyakarta,Solo Balapan,17/02/2024,7:30,0:55,eksekutif,250795,tepat waktu
